,rules,support,confidence,lift,,
26,{} => {SBVT_3=low},0.5361399872,0.5361399872,1,,
27,{} => {SBFZ_0=low},0.5479376886,0.5479376886,1,,
28,{} => {SBVT_4=low},0.5632106819,0.5632106819,1,,
29,{} => {SBFZ_3=low},0.5778739749,0.5778739749,1,,
30,{} => {SBFZ_2=low},0.5907081669,0.5907081669,1,,
31,{} => {SBFZ_1=low},0.5917446575,0.5917446575,1,,
32,{} => {SBFZ_4=low},0.6060421303,0.6060421303,1,,
33,{} => {SBFL_0=low},0.6200042679,0.6200042679,1,,
34,{} => {SBGO_0=low},0.6328384599,0.6328384599,1,,
35,{} => {SBFL_1=low},0.6628052312,0.6628052312,1,,
36,{} => {SBFL_3=low},0.6704264854,0.6704264854,1,,
37,{} => {SBFL_2=low},0.6767063988,0.6767063988,1,,
38,{} => {SBFL_4=low},0.6794500503,0.6794500503,1,,
39,{} => {SBGO_1=low},0.700941987,0.700941987,1,,
40,{} => {SBGO_2=low},0.7222510136,0.7222510136,1,,
41,{} => {SBGO_3=low},0.7333475597,0.7333475597,1,,
42,{} => {SBBE_0=low},0.7481632777,0.7481632777,1,,
43,{} => {SBGO_4=low},0.7534981557,0.7534981557,1,,
44,{} => {SBEG_0=low},0.8020303021,0.8020303021,1,,
45,{} => {SBBE_3=low},0.8494345029,0.8494345029,1,,
46,{} => {SBBE_1=low},0.8720543853,0.8720543853,1,,
47,{} => {SBBE_4=low},0.8786086638,0.8786086638,1,,
48,{} => {SBBE_2=low},0.8839130567,0.8839130567,1,,
49,{} => {SBEG_1=low},0.8906502454,0.8906502454,1,,
50,{} => {SBEG_2=low},0.937536201,0.937536201,1,,
51,{} => {SBEG_3=low},0.9684784928,0.9684784928,1,,
52,{} => {SBEG_4=low},0.9727463951,0.9727463951,1,,
174,{SBGR_0=high} => {SBEG_1=low},0.3772825656,0.8899755501,0.9992424689,,
106,{SBGR_0=medium} => {SBBE_2=low},0.3149102216,0.8822273465,0.9980929004,,
104,{SBGR_0=medium} => {SBBE_1=low},0.3104898942,0.86984371,0.99746498,,
103,{SBGR_0=medium} => {SBBE_3=low},0.3022589397,0.8467845247,0.9968803031,,
