,rules,support,confidence,lift,,
61,{SBCT_0=medium} => {SBGR_0=high},0.1288296802,0.4010248624,0.9459814872,,
169,{SBCT_0=high} => {SBFL_4=low},0.2299789653,0.6416057153,0.94430152,,
166,{SBCT_0=high} => {SBFL_1=low},0.2232417767,0.6228100017,0.9396576435,,
156,{SBCT_0=high} => {SBVT_2=low},0.1726061641,0.4815444804,0.9377324778,,
160,{SBCT_0=high} => {SBFZ_3=low},0.1940981008,0.5415036571,0.9370618518,,
167,{SBCT_0=high} => {SBFL_3=low},0.2250403926,0.6278278619,0.9364604108,,
152,{SBCT_0=high} => {SBRF_4=low},0.1620583483,0.4521177071,0.9359344406,,
159,{SBCT_0=high} => {SBVT_4=low},0.188915648,0.5270454159,0.9357873222,,
162,{SBCT_0=high} => {SBFZ_1=low},0.1978172728,0.5518795714,0.9326312699,,
165,{SBCT_0=high} => {SBGO_0=low},0.2111087401,0.5889607076,0.9306651617,,
161,{SBCT_0=high} => {SBFZ_2=low},0.1957747767,0.5461813234,0.9246212494,,
151,{SBCT_0=high} => {SBRF_1=low},0.1569978356,0.4379996598,0.9213018814,,
158,{SBCT_0=high} => {SBFZ_0=low},0.1793433527,0.5003401939,0.9131333805,,
157,{SBCT_0=high} => {SBVT_3=low},0.1748925403,0.4879231162,0.910066639,,
164,{SBCT_0=high} => {SBFL_0=low},0.2012315947,0.5614050009,0.9054857038,,
153,{SBCT_0=high} => {SBRF_3=low},0.1587354815,0.442847423,0.9036842313,,
155,{SBCT_0=high} => {SBVT_1=low},0.1587659665,0.4429324715,0.8691980057,,
154,{SBCT_0=high} => {SBVT_0=low},0.1571807457,0.4385099507,0.866063093,,
