,rules,support,confidence,lift
135,{SBSP_0=high} => {SBBE_1=low},0.2727494436,0.862444573,0.9889802603
134,{SBSP_0=high} => {SBBE_3=low},0.2651586745,0.8384422595,0.9870593396
139,{SBSP_0=high} => {SBEG_2=low},0.2923208243,0.9243300559,0.9859139892
136,{SBSP_0=high} => {SBBE_4=low},0.2717434381,0.8592635435,0.977982097
131,{SBSP_0=high} => {SBBE_0=low},0.227509679,0.7193946404,0.9615476485
112,{SBSP_0=high} => {SBRF_3=low},0.1488583361,0.4706959707,0.9605125926
132,{SBSP_0=high} => {SBGO_4=low},0.2278450142,0.7204549836,0.9561469769
121,{SBSP_0=high} => {SBFZ_4=low},0.1819650642,0.5753807596,0.949407196
155,{SBSP_0=medium} => {SBGR_4=high},0.1581562662,0.4282294676,0.9444773231
151,{SBSP_0=medium} => {SBBR_3=high},0.1496509466,0.4052001651,0.9359750028
150,{SBSP_0=medium} => {SBGR_1=high},0.1488583361,0.4030540652,0.9343072928
154,{SBSP_0=medium} => {SBGR_3=high},0.1558394049,0.4219562526,0.9337176844
153,{SBSP_0=medium} => {SBGR_2=high},0.152211688,0.4121337185,0.9310118015
105,{SBSP_0=high} => {SBKP_4=low},0.1292259854,0.4086176981,0.9297278456
118,{SBSP_0=high} => {SBFZ_3=low},0.1698320276,0.537015616,0.9292953814
119,{SBSP_0=high} => {SBFZ_2=low},0.1735511996,0.5487757856,0.9290133713
127,{SBSP_0=high} => {SBFL_4=low},0.1995244337,0.6309041835,0.9285512353
109,{SBSP_0=high} => {SBRF_2=low},0.1393165259,0.4405243879,0.9285177341
120,{SBSP_0=high} => {SBFZ_1=low},0.172514709,0.5454983613,0.9218475475
125,{SBSP_0=high} => {SBFL_3=low},0.1953479865,0.6176980914,0.9213509682
116,{SBSP_0=high} => {SBFZ_0=low},0.1594366369,0.5041449778,0.9200772064
130,{SBSP_0=high} => {SBGO_3=low},0.212907356,0.6732215153,0.9180115301
128,{SBSP_0=high} => {SBGO_1=low},0.2023900253,0.6399652979,0.9130075095
111,{SBSP_0=high} => {SBRF_4=low},0.1384629455,0.4378253326,0.9063476198
126,{SBSP_0=high} => {SBFL_2=low},0.1936103405,0.6122035859,0.9046812428
117,{SBSP_0=high} => {SBVT_4=low},0.1587964515,0.5021206863,0.8915326048
124,{SBSP_0=high} => {SBFL_1=low},0.1862024815,0.5887796414,0.888314717
110,{SBSP_0=high} => {SBRF_1=low},0.1334024327,0.4218237902,0.8872770626
129,{SBSP_0=high} => {SBGO_2=low},0.2006523794,0.6344707924,0.8784630003
122,{SBSP_0=high} => {SBFL_0=low},0.1707465781,0.539907461,0.870812491
123,{SBSP_0=high} => {SBGO_0=low},0.1738255647,0.5496433391,0.8685365602
115,{SBSP_0=high} => {SBVT_3=low},0.1416943572,0.4480431849,0.8356832088
114,{SBSP_0=high} => {SBVT_2=low},0.1319391519,0.4171968382,0.81242552
113,{SBSP_0=high} => {SBVT_1=low},0.1271530043,0.4020628494,0.788996629
