,rules,support,confidence,lift
159,{SBGL_0=high} => {SBFZ_2=low},0.2117489254,0.5570615126,0.9430401402
64,{SBGL_0=medium} => {SBGR_1=high},0.1354754138,0.4066990025,0.9427565104
67,{SBGL_0=medium} => {SBGR_2=high},0.1385544005,0.4159421616,0.9396150904
160,{SBGL_0=high} => {SBFZ_1=low},0.2113221352,0.555938728,0.9394909122
68,{SBGL_0=medium} => {SBGR_3=high},0.141298052,0.4241786401,0.9386354513
149,{SBGL_0=high} => {SBRF_1=low},0.168886992,0.4443018686,0.9345581402
155,{SBGL_0=high} => {SBVT_3=low},0.1900435936,0.4999599006,0.9325174628
156,{SBGL_0=high} => {SBFZ_0=low},0.1910495991,0.502606464,0.9172693802
162,{SBGL_0=high} => {SBFL_0=low},0.2160473127,0.5683695565,0.9167187807
164,{SBGL_0=high} => {SBFL_1=low},0.2308935158,0.6074264175,0.9164478325
154,{SBGL_0=high} => {SBVT_2=low},0.1733073195,0.4559307082,0.8878536669
152,{SBGL_0=high} => {SBVT_0=low},0.1624241685,0.4272997033,0.8439227025
153,{SBGL_0=high} => {SBVT_1=low},0.1608084626,0.4230491619,0.830179568
