,rules,support,confidence,lift
36,{} => {SBFL_1=low},0.6628052312,0.6628052312,1
37,{} => {SBFL_3=low},0.6704264854,0.6704264854,1
38,{} => {SBFL_2=low},0.6767063988,0.6767063988,1
39,{} => {SBFL_4=low},0.6794500503,0.6794500503,1
40,{} => {SBGO_1=low},0.700941987,0.700941987,1
41,{} => {SBGO_2=low},0.7222510136,0.7222510136,1
42,{} => {SBGO_3=low},0.7333475597,0.7333475597,1
43,{} => {SBBE_0=low},0.7481632777,0.7481632777,1
44,{} => {SBGO_4=low},0.7534981557,0.7534981557,1
45,{} => {SBEG_0=low},0.8020303021,0.8020303021,1
46,{} => {SBBE_3=low},0.8494345029,0.8494345029,1
47,{} => {SBBE_1=low},0.8720543853,0.8720543853,1
48,{} => {SBBE_4=low},0.8786086638,0.8786086638,1
49,{} => {SBBE_2=low},0.8839130567,0.8839130567,1
50,{} => {SBEG_1=low},0.8906502454,0.8906502454,1
51,{} => {SBEG_2=low},0.937536201,0.937536201,1
52,{} => {SBEG_3=low},0.9684784928,0.9684784928,1
53,{} => {SBEG_4=low},0.9727463951,0.9727463951,1
93,{SBPA_0=medium} => {SBBE_2=low},0.2713776179,0.8838363781,0.9999132509
174,{SBPA_0=high} => {SBEG_1=low},0.3106728043,0.8899659418,0.9992316809
96,{SBPA_0=medium} => {SBEG_3=low},0.2969240618,0.9670373312,0.9985119323
176,{SBPA_0=high} => {SBEG_3=low},0.3372557388,0.9661164964,0.9975611266
92,{SBPA_0=medium} => {SBBE_4=low},0.2690912417,0.8763899921,0.9974747895
95,{SBPA_0=medium} => {SBEG_2=low},0.2871383715,0.935166799,0.9974727356
77,{SBPA_0=medium} => {SBFZ_4=low},0.1855318111,0.6042494043,0.9970419119
71,{SBPA_0=medium} => {SBVT_3=low},0.1641313295,0.5345512311,0.9970366768
170,{SBPA_0=high} => {SBBE_3=low},0.2942718654,0.8429831456,0.992405115
169,{SBPA_0=high} => {SBEG_0=low},0.2776270463,0.7953017204,0.9916105642
83,{SBPA_0=medium} => {SBFL_4=low},0.2066274426,0.672954726,0.9904403211
75,{SBPA_0=medium} => {SBFZ_2=low},0.1793128677,0.5839952343,0.9886357884
82,{SBPA_0=medium} => {SBFL_2=low},0.2052861019,0.6685861795,0.9880003805
171,{SBPA_0=high} => {SBBE_1=low},0.3005212938,0.8608855122,0.9871924581
73,{SBPA_0=medium} => {SBVT_4=low},0.1705026979,0.5553018268,0.9859575549
63,{SBPA_0=medium} => {SBGR_4=high},0.1369082096,0.4458895949,0.9834274445
90,{SBPA_0=medium} => {SBBE_3=low},0.2557997744,0.833101668,0.9807721079
168,{SBPA_0=high} => {SBGO_4=low},0.2578727555,0.7387127762,0.9803776833
167,{SBPA_0=high} => {SBBE_0=low},0.2557692894,0.7326871016,0.9793144402
64,{SBPA_0=medium} => {SBRF_2=low},0.1426393927,0.4645552025,0.9791688176
56,{SBPA_0=medium} => {SBBR_2=high},0.1277017346,0.4159054805,0.9735921985
88,{SBPA_0=medium} => {SBGO_4=low},0.2244306923,0.7309372518,0.9700584485
67,{SBPA_0=medium} => {SBRF_3=low},0.1456574094,0.4743844321,0.9680393484
146,{SBPA_0=high} => {SBRF_4=low},0.1626680487,0.4659855034,0.9646423368
172,{SBPA_0=high} => {SBBE_4=low},0.2931439198,0.8397519867,0.9557747622
66,{SBPA_0=medium} => {SBRF_4=low},0.1407493217,0.4583995234,0.9489385061
157,{SBPA_0=high} => {SBFZ_4=low},0.199951224,0.5727884028,0.9451296768
61,{SBPA_0=medium} => {SBGR_2=high},0.1279456147,0.4166997617,0.9413265122
147,{SBPA_0=high} => {SBRF_3=low},0.1609608877,0.4610951009,0.9409208456
166,{SBPA_0=high} => {SBGO_3=low},0.2406182361,0.6892847786,0.9399155551
164,{SBPA_0=high} => {SBGO_1=low},0.22939975,0.6571478473,0.937521021
163,{SBPA_0=high} => {SBFL_4=low},0.2223577112,0.6369749367,0.9374860395
161,{SBPA_0=high} => {SBFL_3=low},0.2192177545,0.6279800891,0.936687471
152,{SBPA_0=high} => {SBFZ_0=low},0.1791299576,0.5131429569,0.9364987436
62,{SBPA_0=medium} => {SBGR_3=high},0.1295918056,0.4220611597,0.933949826
59,{SBPA_0=medium} => {SBBR_3=high},0.1241045026,0.4041898332,0.9336412294
153,{SBPA_0=high} => {SBVT_4=low},0.1828186446,0.5237097197,0.9298646785
60,{SBPA_0=medium} => {SBKP_4=low},0.1253239033,0.4081612391,0.9286892644
58,{SBPA_0=medium} => {SBGR_1=high},0.122946072,0.4004169976,0.9281943872
165,{SBPA_0=high} => {SBGO_2=low},0.231259336,0.662474893,0.9172363632
